,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
140,"[14, 2, 0, 2]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 0]","[74, 2, 3, 0]",,,,,,,,,
141,"[14, 2, 0, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 0]","[74, 2, 3, 0]",,,,,,,,,,
142,"[14, 2, 0, 0]","[32, 2, 5, 2]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]",,,,,,,,,,,
143,"[14, 2, 0, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[75, 2, 5, 0]",,,,,,,,,,
144,"[14, 2, 0, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[75, 2, 5, 0]",,,,,,,,,,
145,"[14, 2, 0, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]",,,,,,,,,,,
146,"[32, 2, 5, 0]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]",,,,,,,,,,,,
147,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]",,,,,,,,,,,
148,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]",,,,,,,,,,,
149,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]",,,,,,,,,,
150,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]",,,,,,,,,,,
151,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]",,,,,,,,,,
152,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]",,,,,,,,,
153,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 2]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]",,,,,,,,,
154,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]",,,,,,,,,
155,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[80, 2, 7, 0]",,,,,,,,
156,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 2]","[76, 2, 3, 2]","[77, 2, 5, 2]","[78, 2, 5, 2]","[79, 2, 8, 0]",,,,,,,,,
157,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]",,,,,,,,,
158,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]",,,,,,,,
159,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]",,,,,,,,
160,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[82, 2, 5, 0]",,,,,,,
161,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 2]",,,,,,,,
162,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 2]","[83, 2, 8, 0]",,,,,,,
163,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 2]","[83, 2, 8, 0]","[84, 2, 4, 0]",,,,,,
164,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 2]","[83, 2, 8, 0]","[84, 2, 4, 0]","[85, 2, 6, 0]",,,,,
165,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 2]","[83, 2, 8, 0]","[84, 2, 4, 0]","[85, 2, 6, 0]","[86, 2, 0, 0]",,,,
166,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 2]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]",,,,,
167,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 2]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[87, 2, 7, 0]",,,,
168,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 1]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[87, 2, 7, 0]","[88, 2, 3, 0]",,,
169,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[77, 2, 5, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[87, 2, 7, 0]",,,,
170,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[87, 2, 7, 2]",,,,,
171,"[32, 2, 5, 2]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]",,,,,,
172,"[32, 2, 5, 2]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]",,,,,
173,"[32, 2, 5, 2]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]",,,,,
174,"[32, 2, 5, 2]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[90, 2, 3, 0]",,,,
175,"[32, 2, 5, 2]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[90, 2, 3, 0]",,,,
176,"[32, 2, 5, 2]","[36, 2, 2, 2]","[54, 2, 9, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[90, 2, 3, 0]","[91, 2, 8, 0]",,,
177,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[90, 2, 3, 0]","[91, 2, 8, 0]",,,
178,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]",,,,
179,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]","[92, 2, 4, 0]",,,
180,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 2]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]",,,,
181,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 2]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 0]","[83, 2, 8, 2]","[84, 2, 4, 2]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]","[93, 2, 0, 0]",,,
182,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 2]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 0]","[83, 2, 8, 0]","[84, 2, 4, 0]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]",,
183,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 2]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 0]","[83, 2, 8, 0]","[84, 2, 4, 0]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]",
184,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 2]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 0]","[84, 2, 4, 0]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]",,
185,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 2]","[78, 2, 5, 2]","[79, 2, 8, 2]","[81, 2, 2, 0]","[84, 2, 4, 0]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]",,
186,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 1]","[81, 2, 2, 0]","[84, 2, 4, 0]","[85, 2, 6, 2]","[89, 2, 8, 0]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]","[96, 2, 0, 0]",
187,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[89, 2, 8, 2]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]",,
188,"[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[89, 2, 8, 2]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]",,
189,"[32, 2, 5, 0]","[36, 2, 2, 0]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[89, 2, 8, 2]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]",,,
190,"[32, 2, 5, 0]","[36, 2, 2, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[89, 2, 8, 2]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]","[97, 2, 4, 0]",,
191,"[32, 2, 5, 0]","[36, 2, 2, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 0]","[94, 2, 3, 0]","[95, 2, 0, 0]","[97, 2, 4, 0]",,,
192,"[32, 2, 5, 0]","[36, 2, 2, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 1]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 0]","[95, 2, 0, 0]","[97, 2, 4, 0]",,,
193,"[32, 2, 5, 0]","[36, 2, 2, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]","[95, 2, 0, 2]",,,,
194,"[32, 2, 5, 0]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]","[95, 2, 0, 2]",,,,,
195,"[32, 2, 5, 2]","[55, 2, 8, 0]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]",,,,,,
196,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]",,,,,,
197,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]",,,,,,
198,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]",,,,,,
199,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 2]","[84, 2, 4, 2]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]","[98, 2, 8, 0]",,,,,
200,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[73, 2, 3, 0]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[84, 2, 4, 0]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]","[98, 2, 8, 0]",,,,,
201,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 0]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[84, 2, 4, 0]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]",,,,,,
202,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 0]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[84, 2, 4, 0]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]",,,,,,
203,"[32, 2, 5, 2]","[55, 2, 8, 2]","[59, 2, 1, 0]","[62, 2, 1, 2]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 2]","[76, 2, 3, 0]","[78, 2, 5, 0]","[79, 2, 8, 0]","[81, 2, 2, 0]","[84, 2, 4, 0]","[85, 2, 6, 0]","[91, 2, 8, 0]","[93, 2, 0, 2]","[94, 2, 3, 2]",,,,,,
