,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
130,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[40, 2, 4, 2]","[44, 2, 5, 2]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[74, 2, 4, 0]","[75, 2, 2, 0]",,,,,,,,,
131,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[74, 2, 4, 0]","[75, 2, 2, 0]","[76, 2, 2, 0]",,,,,,,,
132,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[74, 2, 4, 0]","[75, 2, 2, 0]",,,,,,,,,
133,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[74, 2, 4, 0]",,,,,,,,,,
134,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]",,,,,,,,,,,
135,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]",,,,,,,,,,,,
136,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[63, 2, 8, 0]",,,,,,,,,,,,,
137,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[63, 2, 8, 0]",,,,,,,,,,,,,,
138,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 2]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]",,,,,,,,,,,,,,,
139,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 2]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 0]",,,,,,,,,,,,,,
140,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 2]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 0]","[78, 2, 8, 0]",,,,,,,,,,,,,
141,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 2]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 0]","[78, 2, 8, 0]","[79, 2, 9, 0]",,,,,,,,,,,,
142,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[78, 2, 8, 0]",,,,,,,,,,,,,
143,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[78, 2, 8, 0]","[80, 2, 1, 0]",,,,,,,,,,,,
144,"[24, 2, 2, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[78, 2, 8, 0]","[80, 2, 1, 0]",,,,,,,,,,,,,
145,"[24, 2, 2, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[78, 2, 8, 2]",,,,,,,,,,,,,,
146,"[24, 2, 2, 2]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]",,,,,,,,,,,,,,,
147,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]",,,,,,,,,,,,,,
148,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]",,,,,,,,,,,,,
149,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]",,,,,,,,,,,,
150,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[84, 2, 7, 0]",,,,,,,,,,,
151,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 2]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]",,,,,,,,,,,,
152,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 2]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]",,,,,,,,,,,
153,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 2]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]",,,,,,,,,,
154,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]",,,,,,,,,
155,"[24, 2, 2, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[88, 2, 1, 0]",,,,,,,,
156,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[88, 2, 1, 0]",,,,,,,,,
157,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[40, 2, 4, 2]","[44, 2, 5, 2]","[46, 2, 3, 2]","[54, 2, 7, 2]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]",,,,,,,,,,
158,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]",,,,,,,,,
159,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 2]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]",,,,,,,,
160,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[81, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[91, 2, 0, 0]",,,,,,,
161,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 2]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[91, 2, 0, 0]",,,,,,,,
162,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 2]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]",,,,,,,,,
163,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 2]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]",,,,,,,,
164,"[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 2]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]",,,,,,,
165,"[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 2]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]","[94, 2, 1, 0]",,,,,,
166,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]","[94, 2, 1, 0]",,,,,,,
167,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 2]","[55, 2, 6, 2]","[56, 2, 5, 2]","[77, 2, 8, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]",,,,,,,,
168,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[77, 2, 8, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]","[95, 2, 4, 0]",,,,,,,
169,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]","[95, 2, 4, 0]",,,,,,,,
170,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 0]","[87, 2, 8, 0]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]","[95, 2, 4, 0]",,,,,,,,,
171,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[93, 2, 3, 0]",,,,,,,,,,
172,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]",,,,,,,,,,,
173,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 0]",,,,,,,,,,
174,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 0]","[97, 2, 8, 0]",,,,,,,,,
175,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]",,,,,,,,
176,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]",,,,,,,
177,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 2]","[90, 2, 2, 2]","[92, 2, 5, 2]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]",,,,,,
178,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 0]","[97, 2, 8, 0]","[98, 2, 7, 0]","[99, 2, 7, 0]","[100, 2, 5, 0]","[101, 2, 3, 0]",,,,,
179,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]",,,,,,
180,"[28, 2, 2, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 0]","[102, 2, 5, 0]",,,,,
181,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]",,,,,,
182,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 2]","[83, 2, 8, 2]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 0]",,,,,
183,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 1]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 0]",,,,,
184,"[28, 2, 2, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[82, 2, 9, 0]","[83, 2, 8, 0]","[85, 2, 9, 0]","[86, 2, 9, 2]","[87, 2, 8, 2]","[89, 2, 8, 0]","[90, 2, 2, 0]","[92, 2, 5, 0]","[96, 2, 7, 2]","[97, 2, 8, 2]","[98, 2, 7, 2]","[99, 2, 7, 2]","[100, 2, 5, 2]","[103, 2, 7, 0]","[104, 2, 6, 0]",,,,
